ESGBERT/EnvRoBERTa-environmental_label,climatebert/environmental-claims_label,climatebert/renewable_label,all,additional_information
1,0,0,1,The present financing proposal concerns the allocation of a financial contribution to the United Nations Development Program (UNDP) to implement the complementary technical assistance under the Lebanon Environmental Pollution Abatement Project (LEPAP) spe
0,0,0,0,"Improvement of product quality and the productive, managerial and commercial innovation of small producers in the apricot agribusiness supply chain in Lebanon as a driver for sustainable and inclusive rural economic development."
1,1,0,2,"The project undertaken by Oikos in Lebanon aims to enhance the use of traditional agricultural techniques and promote sustainable tourism in order to protect the only green space in the country, the Shouf Biosphere Reserve. This offers a development opportunity for rural populations, whilst also taking care of a key area for biodiversity"
0,0,0,0,"The program aimes at the assitance, protection and repatriation of migrant women in Lebanon, with focus on Ethiopia"
0,0,0,0,"Improvement of the Lebanese penitentiary and judicial system through the enhancement of recovery, social reintegration and assistance services for prisoners persons, people at risk and families, and sector operators training."
0,0,0,0,The Project intends to contribute to the improvement of the resilience conditions of at least 2935 Lebanese of the rural areas of the Hasbaya District engaged in the olive oil sector. The project intends to respond
1,0,0,1,"The project intends to improve interventions on the Zahle landfill, which appears to be one of the priority sites for waste disposal in the entire territory of the Bekaa valley, since in recent years it has reached peaks of excess exploitation, due to the"
1,0,0,1,"The project aims fits directly the targets in the National Biodiversity Strategy and Action Plan which was adopted by the Government of Lebanon through a Council of Minister decision in 2018 in terms of institutional, legislative as well as implementation"
0,0,0,0,Creating rapid employment opportunities to support vulnerable municipalities to face the economic and social consequences of the Syrian crisis (Phase III). The Programme contributes to mitigate the socio-economic consequences of the Syrian crisis on the m
1,0,1,2,Purchase of a photovoltaic system for the hospital in order to guarantee H24 electricity and significantly reduce the cost of fuel.
0,0,0,0,"Supply of medicines in favor of the """"Tripoli Center for Dialysis"""""
0,0,0,0,Supply of materials necessary for explosive ordnance clearance activities
0,0,0,0,"The project aims at facilitating intra-Libyan political dialogue. In particular, in light of the progress recently recorded in the UNSMIL-led intra-Libyan dialogues in the political, military and economic tracks, the main objective of the Program is to organize the """"Libyan Political Dialogue Forum ”(LPDF) - which actually took place in Tunis on 9 - 15 November 2020 - and the “ follow-up ”meetings to facilitate the achievement of an agreement on Libya’s political-institutional future."
1,0,0,1,The project aims to enable the government of Libya to reduce national and population vulnerability to man-made and natural disasters and crises and to increase coping capacity and resilience. 
0,0,0,0,"The project aims at providing technical assistance and equipment to the Libyan security authorities, starting with the city of Tripoli. Specific areas of interest include: strengthening of the structures and resources of the local police and of the criminal and prison judiciary system; demobilization of armed groups and their reintegration within the institutional framework; development of the capacity of local institutions to autonomously train their security and judicial personnel."
1,0,0,1,"Contribution of the Ministry of Foreign Affairs for the supply to the Libyan Armed Forces and within the framework of the Bilateral Mission of Assistance and Support in Libya (MIASIT), of sanitary and demining material for clearing the urban areas of Tripoli from mines  and improvised explosive devices."
1,0,0,1,The initiative aims at strengthening the communities' resilience by increasing production and its sustainability for farmers in Fezzan. The strategy is based on a participative approach aiming at involving the communities in Fezzan and the Ministry of Agriculture
0,0,0,0,"This project supports refugees and asylum-seekers by providing medical assistance in the urban community. It also provides cash grants for both refugees and IDPs to help them meet their basic needs (food, shelter). It implements quick-impact projects (QIPs) to enhance peaceful coexistence between IDPs, returnees, refugees and their host communities. In addition, it provides capacity-building activities to raise awareness of human rights standards and protection of IDPs among government officials"
0,0,0,0,The project aims at contributing to the resilience of crisis-affected populations in Libya. It includes four components: Community Stabilization to support social cohesion activities between host communities and migrants; Direct Assistance in situation of extreme needs; Migrant Resource and Response Mechanism to address vulnerability; Capacity Building to strengthen the understanding of government officials about human- rights based migration governance and humanitarian border management. 
0,0,0,0,Improvement of the health and sanitation conditions in the village of Ambatomainy through the implementation of drinking water supply works and the construction of latrines.
0,0,0,0,Construction of 6 wells in the context of covid-19 pandemic.
1,0,0,1,"The aim of the project is to support the agricultural training center in order to better prepare the rural population in the use of their land, upgrading their knowledge on new cultivation's techniques, enahancing their comprehension of sanitarian repercussion and developing an overall awareness on preserving the habitat"
0,0,0,0,"Educational project for children living in the Dzaleka refugee camp and for the host community focused on the provision of teaching material for a primary school, the distribution of meals and uniforms to pupils and the building of a dormitory for teachers."
1,0,1,2,"Renovation and extension with additional classrooms of a preschool school building, which currently houses 60 children, to accommodate another 60 children, as well as the installation of solar panels. The project also includes teacher training."
0,0,0,0,"The project aims at improving health and economic status of under five children, out of school youth aged 15-24 years and women of child bearing age totalling to 4,200 beneficiaries to sustainable livelihoods through improved health, agricultural production, and entrepreneurship in TAs Chikowi and Mbiza, Zomba district."
1,0,0,1,"Purpose of the Center is to carry out research and teaching activities in the fields of environmental sciences and marine biology, science of tourism and cultural geography, to teach how to protect this fragile environment and its biodiversity, how to use and manage its resources in a responsible way. Biological diversity"
1,0,0,1,"Local agricultural comunty gardens for food security, reforestation & education  "
1,0,0,1,"Promoting food security and women's empowerment through the start-up of a small eco-sustainable business in the agri-food sector, the vocational training of the beneficiaries who will be employed in the activity and the supply of equipment for the production."
1,0,0,1,Improving the access to drinking water for people living in remote villages by setting up manual water pumps.
0,0,0,0,"The Contribution supports the WFP Program in Mali of support for school feeding, which will improve school access for children and young people affected by the Malian conflict, helping to strengthen Food Security in the areas of the Center and North of th"
0,0,0,0,"The Italian Cooperation contribution will increase the overall budget provided by the European Union for the Humanitarian Crisis in Mali, in order to strengthen support in priority sectors of Nutrition and Food Security, mainly in the Regions of Segou and"
1,0,0,1,"Agroforestry Project """"Green Berets for Employment - Kayes Region                                                                                                                                                                                                                                                                                                                                                                                                                                                    "
0,0,0,0,"Promoting women empowerment in Northern Mauritania, by strengthening the skills and material capital of local women grassroots associations and small entrepreneurs networks ."
1,0,0,1,"The project aims to help reduce agro-pastoral vulnerability and improve the resilience of all local actors and populations. More specifically, it is about strengthening the governance of access to local resources and their use in the region of the Hodh el Chargui. The project  contributes to the local development of the areas concerned, to the reinforcement of the food security of the populations who live there and to a better management of the natural resources."
0,0,0,0,The project aims contributing to the reduction of vulnerability and food insecurity by strengthening the enhancement of the potential of the agro-pastoral zones of central-eastern Mauritania
0,0,0,0,Promoting an income-generating activity in the catering sector in order to provide resources for solidarity initiatives and training opportunities for disadvantaged women.
1,1,0,2,Three farming communities will continue the project to create agricultural gardens to strengthen economic autonomy and promote ecological farming practices. El Suspiro Cadereita Queretaro - Xitopec de Juarez e Nuevo Nexaca -Papatlazolco Puebla
0,0,0,0,"Consolidation of the Indigenous-Intercultural System of Learning and Studies """"Abya Yala"""" of CIDECI-Unitierra and strengthening of technical and political training of young indigenous men and women of Chiapas."
0,0,0,0,"Support for the reorganization of production, management and trade unions of producers of dates Palestinians and Egyptians. Improving the quality of living and conditions of economic and environmental sustainability of small farmers of dates"
0,0,0,0,Contribute to building a peaceful coexistence between the Israeli and Palestinian people by strengthening shared local development policies in the field of cultural heritage and tourism
0,0,0,0,"Middle East, regional - Managment fund aimed at ensuring the monitoring, coordination and visibility activities for the programme at central at local level. ASSISTANCE to and Empowerment of Syrian Women and Girls Refugees and Vulnerable Girls and Women of Host Communities in Egypt, Jordan and Lebanon"
0,1,0,1,"The project Wee Can! will promote the socio-economic women empowerment of Syrian refugees women and vulnerable women from Egypt, Jordan and Lebanon through different actions that aim at improving the sustainable access to income opportunities and the soci"
0,0,0,0,"The project aims at providing vulnerable women in Egypt, Lebanon and Jordan with the necessary tools to achieve economic and social empowerment by creating concrete job and income opportunities. It will be done through specialized trainings aiming at enha"
0,0,0,0,"The proposed intervention aims at scaling-up and support the assistance, protection, prevention and cooperation activities of the International Committee of the Red Cross (ICRC) in the Syrian Arab Republic for 2020."
0,0,0,0,"The Italian Contribution aims to support ICRC Assistance, Protection, Prevention and Cooperation Activities in Yemen. ICRC will assist vulnerable households in maintaining their sources of food and income and support the empowerment of health-care service"
0,0,0,0,"The Italian contribution (€ 2 millions) to the EU “Madad” Regional Trust Fund aims at providing a coherent, coordinated and reinforced aid response to the Syrian crisis on a regional scale, responding to the needs of refugees from Syria in neighboring countries (Lebanon, Jordan, Iraq, Turkey, Egypt, Western Balkan and recently Armenia), as well as of the communities hosting the refugees and their administrations, with a specific focus on early recovery processes and resilience. Some activities that will be carried out within the framework of the project aim to respond to and / or mitigate the impact of the Covid19 Pandemic"
0,0,0,0,"The intervention aims and contributing to counteract the negative consequences of the Iraqi humanitarian crises for the population which was directly affected and improve the living standards of refugees, internally displaced, returnees and hosting commun"
0,0,0,0,Home health-care and psychosocial services for isolated or vulnerable elderly people; training of local staff employed in the sector; implementing awareness raising and advocay activities towards institutions on the rights of the elderly.
0,0,0,0,"ICGEB-Trieste and the Nicolae Testemitanu State University of Medicine and Pharmacy of the Republic of Moldova work together to enhance the Moldovan research capacities in the fight against COVID-19 and contribute to the establishment of a permanent infrastructure for the surveillance of coronaviruses and other human viruses. The project will allow Moldovan researchers to acquire new skills in the field of molecular virology and to specifically study the molecular evolution of SARS-Cov-2 circulating in Moldova through advanced professional training activities and reciprocal visits. Partners will exchange protocols and materials and conduct joint experiments and analysis on Moldovan virus isolates. Together, ICGEB-Trieste and Nicolae Testemmitanu State University will contribute to research in the areas of infectious diseases and health surveillance systems and create the foundations for evidence-based decisions of Moldovan authorities and policy-makers in this area."
0,0,0,0,"The project aims at supporting young people to develop and scale-up their businesses by addressing critical challenges, from equipping them with entrepreneurial skills and enabling them to navigate their business development in an ever changing and competitive business environment. It focuses on offering relevant non-financial business development services to help youth-in-business to innovate, develop and grow professionally."
0,0,0,0,"The project aims at improving distance healthcare and telemedicine for patients suffering from chronic wounds, that are at risk in the framework of the COVID-19 pandemic. This will be implemented by transferring the know-how in the field of the modern wound management by using online applications. This will help protect patients from the highest risk group, while providing quality care at home."
0,0,0,0,Assistance in preparation and implementation of tender for rolling stock rehabilitation
1,0,0,1,"Montenegro is facing a major challenge in shifting away from its current reliance on coal. The draft energy strategy of Montenegro accordingly emphasises interconnections (including the EBRD-financed interconnection with Italy) and green investments. To support this ambitious agenda, an important success factor is the restructuring of the state power utility EPCG. To this end, this project will provide a comprehensive technical assistance package."
0,0,0,0,"""""Support for moroccan civil society"""" -the project aims to promote institutional social dialogue and consultations with civil society."
0,0,0,0,"Construction of bathrooms and a drinking water system, in order to create an environment where students can improve their intellectual skills and abilities."
0,0,0,0,"Strenghtening 12 local ngos for women's rights, consolidating the skills of their operators so that they are able to (a) support women at risk and/or victims of violence (b) offer a more appropriate outreach service (c) carry out more effective awareness actions."
0,0,0,0,Supporting gender equality in Morocco through creating a network of women
0,0,0,0,“Work 4 Integration”promotes socio-economic integration of regularized migrants and the activation of a virtuous partnership between stakeholders.
1,1,0,2,Quelimane Agricola project aims at reinforcing local policies and development of agricultural sector and sustainable urban development.
1,0,0,1,"ILUMINA is a rural electrification program, funded by Italian cooperation in Mozambique. It encompasses two parallel projects in charge of two Italian NGOs which operates, respectively, in Zambezia and Cabo Delgado provinces in the north of the country. The general objective of the program is to improve life standards and resilience of vulnerable population in rural context of these two regions by means of access to energy, namely the installation of two minigrids and distribution of solar home systems and improved cooked stoves. The Project undertaken by the research group, in the framework of the Program, aims at monitoring and evaluating the activities of the implementing NGOs. The activities have focused on the structure of a common logical framework for the two projects along with the definition of appropriate indicators and sources of verifications. The preliminary data have been collected by the implementing NGOs in November 2019 and they have been processed in order to capture a broad overview of the current situation. The final impact evaluation will be performed in a timespan of three years."
0,0,0,0,"The PARTICIDADE project proposes a path aimed at improving the systems of urban governcance and services through institutional and capacity building of the municipalities according 3 lines: 1) urban planning and egeneration ased on integrated urban with involvement of local communities and LAS; 2) municipal socio-educational services by integrated and participatory approach in schools and extra-curricular activities; 3) increase the capacity of municipalities to offer tools to accompany employment and youth employment, initially training public officials and training bodies / associations on possible improvements and expanding services for the employment of the youngest and the most disadvantaged groups, and then realizing exemplary professional literacy and training courses to enhance the potential of growing sectors in the areas of Maputo and Pemba."
1,0,0,1,"Municipality of Milan will be involved as an institutional partner, alongside the Municipality of Reggio Emilia, in support of the Municipality of Pemba in capacity building and strengthening the governance of the body / local with regard to two issues: territorial urban planning and management of the waters."
0,0,0,0,"The initiative aims at supporting and improving the public offer of Education Vocational training in the fields of agriculture and tourism, in connection with active labor market policies and the local economy."
1,0,0,1,"After a selective examination which values the candidates’ educational background and their attitude for scientific research and interdisciplinary approach, a fully-funded position for the PhD student scholarship in Agrobiodiversity has been awarded to eligible students from Mozambique"
0,0,0,0,80% of everyday mobility in African cities is supported by informal inefficient and unsafe mobility systems that hinder the development of these areas. The project explores bottom-up place based replicable solutions based on the collection and analysis of big data alternative and complementary to traditional public policies and huge infrastructural investments.
0,0,0,0,"Distribution of medicine, food and goods for the prevention of malaria, diarrhoea and malnutrition of women and children at risk in Sofala Province - Mozambique"
1,1,0,2,"Improving the hygiene, health and environmental conditions of elementary school and educational centers in the suburbs of Maputo through the involvement of students and teachers in training activities, awareness campaigns and active citizenship practices."
0,0,0,0,"The project will address the critical issue of quality education, especially following the closure of schools and the interruption of classroom lessons, which has increased the weakness of the Mozambican education system. This project aims to support 7,515 among the most vulnerable children of 5 primary schools to access the reopening of school lessons in complete safety, in the context of covid-19 pandemic."
1,0,0,1,"Rehabilitation of primary education services severely affected by the Ida and Kenneth cyclones and by the Idai hurricane, through the reconstruction of a classroom and a rainwater recovery system on the island of Matemo with techniques resilient to climate change ."
0,1,0,1,"The project aims to contribute to the improvement of the health conditions of the population of the Inhambane Province by improving the coverage of primary health services for rural communities in the Districts target, through the introduction of sustainable, innovative and scientifically validated practices, in particular in the fight against malnutrition and HIV, and the realization and rehabilitation of systems of distribution of water."
0,0,0,0,"The aim of the project is to increase youth and women's employment, encouraging decent work and increasing professional specialization among the most vulnerable categories of the local population. It is proposed to carry out professional training on innovative agricultural techniques in, the establishment of a business incubator and the organization of a conference in Pemba on the topic of youth employment."
1,0,0,1,"The project aims to contribute to improving the resilience of communities, schools and local authorities in rural and peri-urban areas highly vulnerable to the effects of climate change. Specifically, it aims to strengthen the ability to prepare and respond to emergencies in schools affected by school interruptions due to humanitarian crises and to improve the educational policies of the municipalities of Maputo and Chimoio, through pilot activities in municipal libraries."
0,0,0,0,"Deployment, within the framework of the National Civil Protection System, of the Advanced Surgical Medical Post (EMT2) of the Piedmont Region, registered as a module within the European Civil Protection Pool of the Union Civil Protection Mechanism, and subsequent donation of the EMT2 to National Authorities and training to local health personnel"
1,0,0,1,"A study for the implementation of strategic territorial development guidelines framed in a water-energy-food nexus perspective for the region of Boane, Moamba and Namaacha (Maputo Province, Mozambique), and a local development plan for Namaacha. Supported by the Italian Cooperation Agency (AICS), in partnership with the Eduardo Mondlane University and the NGO Progetto Mondo MLAL. "
1,0,0,1,"the project intends to qualify the market of the city of Quelinane in the 3 main meanings of this term: environmental, social and economic; redeveloping one's spaces is an opportunity to ensure that the community can be involved in the decision-making processes of local authorities and can then enjoy public spaces that become not only a place for buying and selling but also a point of reference for cultural events, various activities, conferences, concerts in the context of covid-19 pandemic."
0,1,0,1,"With the aim of contributing to the improvement of food and nutritional security of families in the City of Maputo, this intervention aims to strengthen sustainable agroecological urban agriculture and breeding activities in the periruban areas of the Zon"
1,1,0,2,"Strenghtening the canteen services in 8 primary schools and raising awareness of pupils, teachers and parents on the prevention of child undernutrition and on the link between adaptation to climate change and food security through the start-up of a mobile cinema; supporting agricultural production, child nutrition and awareness raising in 8 schools "
1,1,0,2,The aim of the project is to contribute to the development and conservation of the Biosphere Area of the Quirimbas National Park through the definition of its Management Plan
0,0,0,0,"The project adresses poor people in 4 different areas in Mozambico, trying to improve life conditions through cashew's agriculture "
0,0,0,0,"Economic inclusion of farmers families, with a focus on women's socio-economic empowerment, through access to the value chains of agricultural productions in the Districts of Morrumbene, Homoine and Inharrime."
1,1,0,2,"Promoting in three peri-urban sectors of Quelimane the adoption of innovative and sustainable practices in the fields of production, marketing and consumption of agricultural products."
0,0,0,0,"The initiative, thanks to access to integrated education programmes, aims at improving health practices and Nutritional and Upgrading services For the protection of Minors"
0,0,0,0,The general objective is to improve the living conditions of the Bairro Chamanculo C population through integrated retraining processes
1,0,0,1,Training of researchers and technicians of the Biotechnology Center-and  of the natural history Museum of the University and Mondlane
0,0,0,0,"Increase the income of small farmers and the gender equality, by strengthening the associations, increasing access to water resources, increasing production and improving quality of selected crops (maize, potatoes, beans and sesame), capacity strengthenin"
1,0,0,1,"The project aims at improving the food security and nutritional situation of the vulnerable communities of Maquival (Province of Zambezia) through the strengthening of agriculture and livestock according to the principle of circular agriculture (project n ° 2367). The approach used is that of circular agriculture. Thanks to the project, farmers will be able not to depend on a single food source and will be able to diversify their diet. Furthermore, thanks to increased agricultural production, irrigation interventions and the construction of a warehouse for the conservation of products, they will be able to increase their income. Finally, the increase in farming activities will also favor a nutritional improvement thanks to a higher intake of proteins, the deficiency of which remains one of the most serious problems of malnutrition."
0,0,0,0,"This action adopts a """"horizontal"""" approach focused on strengthening the Mozambican health system to """"guarantee access to health services for all, contribute to extend universal health coverage; improve basic health systems and train health workers"""" and """"the fight against pandemics, AIDS in particular"""", in collaboration with local authorities such as DPS and DPOPI. The operation proposes innovative strategies to improve community health: geographical extension and scientific validation of the BM approach; support the BM through malnutrition screenings in the community; introduce the TARV Mobile experimental technique; create water distribution systems powered by photovoltaic panels. The specific objective of this project is to increase coverage of community health services in Morrumbene and Homoine Districts by introducing sustainable, innovative and scientifically validated practices, especially in the fight against malnutrition and HIV."
1,0,0,1,"The Project is meant to improve the resilience capacity of households to better adapt to climate change shocks and stresses helping them construct viable livelihoods in order to attain food and income security; improve the maternal, new-born and child health (MNCH) outcomes of under five children as well as pregnant and lactating women in the target areas"
1,1,0,2,"In line with the three pillars of Climate Smart Agriculture, the aim of the project is to 1) increase productivity through the use of inputs and improved agricultural techniques and the strengthening of the post-harvest procedures of storage systems and marketing; 2) improve the resilience of the target area through inclusive development activities, women's financial education, promotion of savings and revenue sharing and development of local adaptation plans; 3) mitigate greenhouse gas emissions by promoting better territorial management (implementation of environmental balances and legalization of agricultural parcels), implementation of a mechanism for creating and selling carbon credits and raising awareness among new generations through environmental education ."
0,0,0,0,"The project aims to improve some selected sectors of the agricultural sector, in particular that of coffee from Ibo (Coffee Racemosa Loureiro), a special variety typical of the islands of the Province of Cabo Delgado"
0,0,0,0,"PROSAUDE is a basket fund developed by a group of donors (currently 5, between multilateral and bilateral) in support of the National Health Planof Mozambique, to which Italy has been participating since 2010"
0,0,0,0,"Improve the economic conditions of 200 farmers in Beira, 1.200 farmers in Nhamatanda and Chokwe, promote the nutrition education of 5.000 women and train 1.000 primary schools teachers in Beira."
1,0,0,1,"The initiative is based on national and global strategies which sustain that the management of urban solid waste must respond to an integrated planning, where operators of waste perform multiple and collaborative functions with synergistic subjects. In th"
1,0,0,1,This post-emergency initiative intends to continue the support given by the Italian Cooperation to populations living in Sofala and Manica provinces affected by Cyclones Idai during 2019. The objective is to couple the phase of humanitarian aid with the f
1,1,0,2,"Redevelopment of the Maputo Natural History Museum. The specific objective of the programme is to equip the country with the necessary set of skills and tools for
the definition of environmental policies on biodiversity conservation, while also increasing social awareness"
0,0,0,0,"Qualification of the local tourist offer, responsible and community tourism, social inclusion and employment, promotion of ethnic, cultural, natural and artistic heritage of the area;"
1,0,0,1,"Distribution of PPE (personal protective equipment) for COVID-19 prevention (PaO and Danu); Support to agriculture and livelihoods for vulnerable families during the lean season (PaO and Danu). Geogrphical areas: 15 villages in Hopong, Hsiseng and Pin Laung Municipalities - PaO Self-Governing Area and 15 villages in Pidaya and Ywangan Municipalities - Danu Self-Governing Area - Southern Shan State"
0,0,0,0,"Promoting job opportunities for communities in the Inle Lake area by training their skills in the tourism sector, by supporting the start-up of income-generating activities and by srenghtening their placement in the tourism local market."
1,0,0,1,"After a selective examination which values the candidates’ educational background and their attitude for scientific research and interdisciplinary approach, a fully-funded position for the PhD student scholarship in Agrobiodiversity has been awarded to eligible students from Myanmar"
1,0,0,1,"Promoting sustainable rural development, youth employment and forest resources protection, by strengthening the access to local market for small producers of coffee and associated crops,  in the Southern Chin State"
1,0,0,1,"Improved agricultural conditions for the cultivation of sesame, guaranteeing access to water through the creation of irrigation infrastructure sustainable, given in management to local committees. The male and female sesame farmers are trained in good agricultural practices, and established in grassroots, grouping them by village or cluster of villages, and with priority to families headed by women."
0,0,0,0,"The project is implemented in Shan State. The State is inhabited by ethnic minorities, currently living of agriculture. They do not benefit from existing tourism resources. Pillars of the project: Qualification of the local tourist offer, responsible and community tourism, social inclusion and employment, promotion of ethnic, cultural, natural and artistic heritage of the area;"
0,0,0,0,Training of 150 farmers; Promotion of the soybean production chain; Training of 150 women in good nutritional practices; Promotion of production and processing of crops with high nutritional value
0,0,0,0,"Consolidation of leadership training for 28 youth leaders: peer to peer youth camps, 5 Mini-projects for schools, 5 Awareness campaigns for the population"
0,0,0,0,"The overall Initiative aims at contributing to the Myanmar Peace Process through a multilateral contribution to the multi-donor trust fund Joint Peace Fund (JPF), managed by UNOPS. This proposal aims at to establish a fund, locally  managed, by AICS Yango"
0,0,0,0,Access to basic care for plantation workers and inhabitants of rural islands and villages in Kawthaung district in southern Myanmar.
1,1,0,2,"Contribute to conserving Myanmar's natural and cultural resources through the application of an ecosystem approach that enhances the integration of natural, social, economic and cultural processes to foster a participatory and sustainable development"
0,0,0,0,The initiative aims to contribute to Myanmar’s economic development and job creation by fostering the capacity of internationalization of Small and Medium-sized Enterprises (SMEs) through institutional support and promotion of training activities and partnerships with international companies. Some activities that will be carried out within the framework of the project aim to respond to and / or mitigate the impact of the Covid19 Pandemic
0,0,0,0,"The project aims at the sustainable development of the coffee chain in Myanmar, a country in which the economic potential of this resource is not fully valorised. The project therefore intends to increase the quantity and quality of production and of the "
0,0,0,0,"The specific objective of the proposal is to improve the economies of the small farms and of the micro and small enterprises that are part of the sesame, groundnut and green gram value chains, the main crops and sources of income in the areas of intervent"
0,0,0,0,THE TRUST FUND IS A MULTI-DONOR FUND WITH THE PURPOSE OF SUPPORTING NATIONAL EFFORTS TO NEGOTIATE AND IMPLEMENT THE MYANMAR PEACE PROCESS
1,0,0,1,The project involves the installation of an automatic irrigation system and start-up of a fruit tree plantation. The aim is to help the local population to develop agricultural and commercial activities.
1,0,0,1,"Refurbishing the foster home (fence, solar panels, garden, windows) and supporting the social assistance activities for children and young people."
0,0,0,0,Providing psycho-social rehabilitation and education services to women survivors of gender-based violence and their children witness of violence by carrying out empowerment and psycho-social rehabilitation processes and by training local staff employed in the psycho-socio-educational field.
0,0,0,0,"The Nepal Disabled Women’s Association (NDWA) is a cross- disability organisation led by energetic women with disabilities and supports Women with Disabilities (WWDs) to pursue their human rights through advocacy and a right based approach (RBA). The goal of “SAKSHAM MAHEELA: Empowerment of Women with Disabilities in Nepal"""" is to contribute for socio-economic and political participation of women with disabilities in Banke and Kanchanpur districts of Nepal."
1,1,0,2,"Promoting food security and rural development through the enhancement of the production and marketing of indigenous products, with particular attention to environmental sustainability and gender equality."
0,0,0,0,"EREC-P includes two large hospitals - Sagarmatha Chaudhary Eye Hospital in Lahan (SCEH) and Biratnagar Eye Hospital in Biratnagar (BEH) - 16 Eye Care Centers.
The mission of the program is to provide quality eye care to the population at affordable costs.
Over the years, the project has supported the activities of the pediatric ophthalmic service, training for medical personnel and visual rehabilitation activities."
0,0,0,0,"Purchase of medical equipment for the Dhulikhel Hospital, located close to the Himalaya and since 1996 offering high quality medical services, aligned with the european standards, to more than 2,3 million people."
1,0,0,1,"Purchase of medical equipment for the intensive care unit for Covid-19 and installation of a water system in the hospital's new laboratory for PCR tests for Hospital in Dhulikhel, Kavre district, Nepal"
1,0,0,1,"The project is primarily aimed at strengthening the system for sustainable agricultural production, with an inclusive model in favor of food security and market-oriented. The production of larger quantities of food, of higher quality and with less use of natural resources and synthetic chemical inputs will be pursued together with the increase in producers’ incomes. The initiative supports Nepal’s development policies through actions aimed at promoting the private sector, entrepreneurship, with particular regard to women, access to markets and national trade. The aims of the project also include: 1) the improvement of food security and agricultural development; 2) the prevention and mitigation of the effects of climate change, adopting an effective adaptation strategy."
0,0,0,0,"This project aims at achieving that marginalised and disadvantaged Nepali girls and boys are healthy, educated and protected in safe, resilient communities through three outcomes: i) girls and boys under the age of five years learn and develop to their full potential in an environment that is joyful, healthy, safe and protective; ii) sufficient income and resources are generated for vulnerable youths and households so that they are able to support children’s wellbeing; and  iii) the policy frameworks of the government at all levels (local, state and federal) are further improved to promote and support children’s rights."
0,1,0,1,"The project aims to support the livelihood of 3,500 small-scale farmers by improving agricultural production and the sale of seeds and spices of high commercial value.Activities will be carried out on the improvement of the production of seeds of local va"
0,0,0,0,"The educational proposal is aimed at children who attend primary school with difficulties and irregularities. They are children victims of intra-family violence, with cognitive deficits, with emigrated parents, working children. After lunch, the educational activity takes place: school support, manual and artistic workshops, recreational activities. The proposals differ according to the specific needs of the children. Parents are helped in the relationship with their children and with the school"
0,0,0,0,"The project consists of carpentry workshops for children living in poverty and degradation, in order to provide them with professional skills. Workshops will be carried out with an inclusive approach."
0,0,0,0,Distributing protection devices against contagion from Covid 19 and training on labor rights for women employed in the so-called maquiladoras (industrial plants controlled by foreign business for the production of export components); Distributing food aid kits to those who have been made redundant due to the pandemic-related economic crysis and raising awareness about labor rights.
0,0,0,0,"Promoting women's rights by providing legal counseling and psychological assistance services for victims of violence, by training """"trainers"""" able to convey the principles of gender equality within their communities, by raising awareness among the administrative and judicial staff on gender issues."
1,1,0,2,"Strengthening the Krukira community school in its capacity to train its teaching staff and to innovate the education tools needed to promote social change, with particular attention to the role of women, the fight against drug trafficking and the environmental protection."
0,0,0,0,"The project involves the purchase of materials that will be used to teach and allow the processing of goat's milk, for the purpose of a more varied consumption and marketing of the same finished product."
0,0,0,0,"The project consists in the renovation and expansion of the building that houses the PROAFUR Urban and Rural Financial Support Program, so that it can continue to carry out its function of supporting farmers to cultivate the land and local small and medium-sized businesses to to continue living, in an area that is experiencing a very strong economic crisis and that is bringing the population to its knees with poverty and unemployment."
0,0,0,0,"Project to open three human rights offices in the Matagalpa areas, to help improve human promotion and the defense of the inviolable rights of the person, offer the population the possibility of having a human rights office to support the needs of the local population . Specifically, the equipment of the three human rights centers will be improved and their activities will be supported."
0,0,0,0,"Supporting food security through community participation, peer-to-peer training and the delivery of materials and equipment."
1,0,0,1,"In the 1990s a particular form of chronic kidney failure called """"Mesoamerican nephropathy"""" (MeN) has begun to spread along the Pacific coast of all Central American countries, including Nicaragua, where in 2019 the Ministry of Health has recorded 15.767 new cases and 1.649 deaths. Patients are commonly younger than in Europe and North America, mostly males and agricultural workers without pre-existing diabetes and hypertension. Previous researches have suggested a set of possible causes, connected to environmental pollution, hard work in the country and unhealthy lyfestyles. The burden of MeN is huge, in terms of quality of life of the population and costs for the health system. The project has the general objective to contribute to the reduction of mortality due to MeN, through primary prevention (determining the etiology, promoting kidney health, reducing the impact of the main risk factors) and secondary prevention (improving both early detection and clinical management by the public health system). "
0,0,0,0,"The project involves the construction and fitting out of 20 sanitary and hygienic units, including sink, toilet and shower. The aim of the project is to guarantee basic sanitation and hygiene services for 20 disadvantaged families living in the suburbs of Estelí. "
0,1,0,1,"The project aims to strengthen the milk and honey value chain in all their steps, in through the structuring of producer cooperatives, guaranteeing their legitimacy and their means and paying particular attention to food safety, health and hygiene. The general objective of the Project is to contribute to ensuring the right to healthy and quality food and to sustainable local supply chains in Niger. "
0,0,0,0,The project aims to contribute to poverty reduction by increasing the income of rural populations in Thaoua Region
1,0,0,1,"The goal of ANADIA 2 is supporting a sustainable agriculture, adapted to climate change and less vulnerable to extreme events to contribute to Niger's food security. The Project extends the approach of the previous ANADIA project to the Dosso region (Niger), enhancing the collaboration between different administrative levels (Ministries of Hydraulics and Agriculture, Early Warning System, National Council for the Environment and Sustainable Development, 8 municipalities)."
0,0,0,0,"The project seeks to restore the production system in the regions of Tahoua and Dosso, in Niger."
