additional_information,ESGBERT/EnvRoBERTa-environmental_label,climatebert/environmental-claims_label,climatebert/renewable_label,all,relevant_for_the_environment,reason,id,year,reporting_party,recipient_country_region_project_programme,recipient,recipient_continent_or_region,assigned_geography,usd,euro,corrected_usd,status,funding_source,type_of_support,financial_instrument,sector,africa,latin_america_the_caribbean,north_america,middle_east,mediterranean,asia,europe,oceania,global,multicontinent_or_global,continent_unspecified
"Benefits granted by public competition are the following: Scholarships, Accommodation service, Integrative grant for international mobility and Restaurant service. They are awarded to  students in a difficult economic condition and with specific merit requirements achieved during their studies stated by national laws.",0,0,0,0,no,The project provides benefits to students in a difficult economic condition and has no direct impact on the environment.,9704,2020,italy,Syrian Arab Republic / Scholarship,syrian arab republic,,asia,27365.63,23962.9,27365.63,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"Benefits granted by public competition are the following: Scholarships, Accommodation service, Integrative grant for international mobility and Restaurant service. They are awarded to  students in a difficult economic condition and with specific merit requirements achieved during their studies stated by national laws.",0,0,0,0,no,The project provides benefits to students in a difficult economic condition and has no direct impact on the environment.,9712,2020,italy,Tanzania / Scholarship,tanzania,,africa,4221.29,3696.4,4221.29,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Benefits granted by public competition are the following: Scholarships, Accommodation service, Integrative grant for international mobility and Restaurant service. They are awarded to  students in a difficult economic condition and with specific merit requirements achieved during their studies stated by national laws.",0,0,0,0,no,The project provides benefits to students in a difficult economic condition and has no direct impact on the environment.,9730,2020,italy,Togo / Scholarship,togo,,africa,6931.71,6069.8,6931.71,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Benefits granted by public competition are the following: Scholarships, Accommodation service, Integrative grant for international mobility and Restaurant service. They are awarded to  students in a difficult economic condition and with specific merit requirements achieved during their studies stated by national laws.",0,0,0,0,no,The project provides benefits to students in a difficult economic condition and has no direct impact on the environment.,9747,2020,italy,Tunisia / Scholarship,tunisia,,africa,55644.45,48725.44,55644.45,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The project supports vulnerable children from the suburbs of Nairobi, Kenya. This support takes the form of scholastic, nutritional and health support for at least 27 minors received in the residential center and, for at least 80 street children who live on the outskirts of the city. An awareness and prevention program of the infection from Covid-19 is also planned.",0,0,0,0,no,"The project is focused on supporting vulnerable children through scholastic, nutritional and health assistance, and also includes a Covid-19 awareness program. There is no direct connection to environmental sustainability.",9301,2020,italy,"Kenya / Nutritional support, health and education to vulnerable children and awareness program for prevention related to risk of infection from covid-19",kenya,,africa,11818.33,10348.8,11818.33,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Setting up of a coordination and control HUB between the Lebanese Armed Forces and the Security Forces as a mean to improve coordination between local police, civil defense units and LAF to better sustain mutual cooperation during joint effort in the counter terrorism fight",0,0,0,0,no,Project description is focused on security and defense related activities with no mention of environmental aspects,9351,2020,italy,Lebanon / Situation and coordination room,lebanon,,asia,7736.08,6774.15,7736.08,Committed,Oda,adaptation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
Trainining courses for the promotion of interfaith dialogue.,0,0,0,0,no,"The project involves training courses for the promotion of interfaith dialogue, which does not have a direct impact on the environment. ",9359,2020,italy,Lebanon / Ecumenical Institute for the Middle East,lebanon,,asia,18272.0,16000.0,18272.0,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"Supply of medicines in favor of the """"Tripoli Center for Dialysis""""",0,0,0,0,no,The project involves supply of medicines to a medical facility,9383,2020,italy,Libya / Supply of medicines,libya,,africa,14618.6,12800.88,14618.6,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The project aims at facilitating intra-Libyan political dialogue. In particular, in light of the progress recently recorded in the UNSMIL-led intra-Libyan dialogues in the political, military and economic tracks, the main objective of the Program is to organize the """"Libyan Political Dialogue Forum ”(LPDF) - which actually took place in Tunis on 9 - 15 November 2020 - and the “ follow-up ”meetings to facilitate the achievement of an agreement on Libya’s political-institutional future.",0,0,0,0,no,The project aims at facilitating political dialogue and does not contain any environmental aspects in its description.,9385,2020,italy,"Libya / Italian contribution to UNDP/UNSMIL """"Immediate assistance to the Libyan Political Dialogue and the Government of National Accord""""",libya,,africa,205560.0,180000.0,205560.0,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"This project supports refugees and asylum-seekers by providing medical assistance in the urban community. It also provides cash grants for both refugees and IDPs to help them meet their basic needs (food, shelter). It implements quick-impact projects (QIPs) to enhance peaceful coexistence between IDPs, returnees, refugees and their host communities. In addition, it provides capacity-building activities to raise awareness of human rights standards and protection of IDPs among government officials",0,0,0,0,no,"The project description focuses on providing medical assistance, cash grants, and capacity-building activities for refugees, asylum-seekers, and IDPs. There is no mention of environmental or green investment aspects.",9390,2020,italy,"Libya / Protection and provision of humanitarian assistance to refugees, asylum-seekers and internally displaced persons (IDPs) in Libya",libya,,africa,2055600.0,1800000.0,2055600.0,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
The project aims at contributing to the resilience of crisis-affected populations in Libya. It includes four components: Community Stabilization to support social cohesion activities between host communities and migrants; Direct Assistance in situation of extreme needs; Migrant Resource and Response Mechanism to address vulnerability; Capacity Building to strengthen the understanding of government officials about human- rights based migration governance and humanitarian border management. ,0,0,0,0,no,"The project's description does not contain any environmental aspects or goals, but focuses on crisis response and migration management in Libya.",9391,2020,italy,Libya / Multi-sectoral action plan for crisis-affected populations in Libya,libya,,africa,2055600.0,1800000.0,2055600.0,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Educational project for children living in the Dzaleka refugee camp and for the host community focused on the provision of teaching material for a primary school, the distribution of meals and uniforms to pupils and the building of a dormitory for teachers.",0,0,0,0,no,"The project is focused on education and community development, it does not include any environmental initiatives such as waste management, energy efficiency, or sustainable resource management. Therefore, it is classified as not relevant for the environment.",9395,2020,italy,Malawi / Poverty reduction programme: Food Security and Education for Vulnerable Refugee & Host Communities,malawi,,africa,57100.0,50000.0,57100.0,Committed,Oda,adaptation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
Contribute to building a peaceful coexistence between the Israeli and Palestinian people by strengthening shared local development policies in the field of cultural heritage and tourism,0,0,0,0,no,Project promotes peace and cooperation between communities without addressing environmental concerns,9416,2020,italy,"Middle East, regional / PA.C.C. Cultural heritage for  co- development ","palestine, state of",,asia,18272.0,16000.0,18272.0,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"The project Wee Can! will promote the socio-economic women empowerment of Syrian refugees women and vulnerable women from Egypt, Jordan and Lebanon through different actions that aim at improving the sustainable access to income opportunities and the soci",0,1,0,1,no,Project promotes socio-economic women empowerment and income opportunities. No direct environmental impact mentioned or implied.,9418,2020,italy,"Middle East, regional / WEE.CAN! - Women's Economic Empowerment: Host Communities And Syrian Refugees working together to create New livelihood opportunities","egypt, jordan, lebanon",,"africa, asia, multicontinent_or_global",182636.86,159927.2,182636.86,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,True,False,False,False,True,False
"The proposed intervention aims at scaling-up and support the assistance, protection, prevention and cooperation activities of the International Committee of the Red Cross (ICRC) in the Syrian Arab Republic for 2020.",0,0,0,0,no,"The project describes humanitarian aid activities of the ICRC in Syria, with no mention of environmental impacts. ",9420,2020,italy,"Middle East, regional / ICRC Assistance, Protection, Prevention and Cooperation Activities in the Syrian Arab Republic 2020",syrian arab republic,,asia,685200.0,600000.0,685200.0,Committed,Oda,adaptation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"The Italian contribution (€ 2 millions) to the EU “Madad” Regional Trust Fund aims at providing a coherent, coordinated and reinforced aid response to the Syrian crisis on a regional scale, responding to the needs of refugees from Syria in neighboring countries (Lebanon, Jordan, Iraq, Turkey, Egypt, Western Balkan and recently Armenia), as well as of the communities hosting the refugees and their administrations, with a specific focus on early recovery processes and resilience. Some activities that will be carried out within the framework of the project aim to respond to and / or mitigate the impact of the Covid19 Pandemic",0,0,0,0,no,"The project aims to provide aid to refugees from Syria and the communities hosting them in neighboring countries. It does not contain any environmental activities or goals, but it also does not have any negative impact on the environment. ",9422,2020,italy,"Middle East, regional / Sixth contribution of the Italian Cooperation to the European Union Regional Trust Fund (EUTF) in response to the Syrian crisis - Madad Fund","turkey, egypt, iraq, jordan, lebanon, armenia, syrian arab republic",,"africa, asia, multicontinent_or_global",913600.0,800000.0,913600.0,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,True,False,False,False,True,False
"The intervention aims and contributing to counteract the negative consequences of the Iraqi humanitarian crises for the population which was directly affected and improve the living standards of refugees, internally displaced, returnees and hosting commun",0,0,0,0,no,"Project description focuses on humanitarian crisis and living standards, not on environmental concerns",9423,2020,italy,"Middle East, regional / Humanitarian assistance to the vulnerable people, refugees, internally displaced and returnees in Iraq",iraq,,asia,1370400.0,1200000.0,1370400.0,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"The project aims at improving distance healthcare and telemedicine for patients suffering from chronic wounds, that are at risk in the framework of the COVID-19 pandemic. This will be implemented by transferring the know-how in the field of the modern wound management by using online applications. This will help protect patients from the highest risk group, while providing quality care at home.",0,0,0,0,no,"The project aims at improving healthcare and telemedicine, it does not involve environmental changes, nor does it mention any harmful activities to the environment. The description is clear enough for classification.",9428,2020,italy,Moldova / Hospital at home in the field of chronic wound management during the COVID-19 pandemic in Romania and Moldova,moldova,,europe,35630.4,31200.0,35630.4,Committed,Oda,adaptation,Grant,Cross-cutting,False,False,False,False,False,False,True,False,False,False,False
"""""Support for moroccan civil society"""" -the project aims to promote institutional social dialogue and consultations with civil society.",0,0,0,0,no,"The project aims to promote dialogue and consultations with civil society, but it does not contain any environmental focus.",9432,2020,italy,Morocco / Support for moroccan civil society,morocco,,africa,6920.43,6059.92,6920.43,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
“Work 4 Integration”promotes socio-economic integration of regularized migrants and the activation of a virtuous partnership between stakeholders.,0,0,0,0,no,The project promotes social and economic integration but does not contain any environmental aspects,9436,2020,italy,Morocco / Work 4 Integration,morocco,,africa,24077.79,21083.88,24077.79,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
80% of everyday mobility in African cities is supported by informal inefficient and unsafe mobility systems that hinder the development of these areas. The project explores bottom-up place based replicable solutions based on the collection and analysis of big data alternative and complementary to traditional public policies and huge infrastructural investments.,0,0,0,0,no,"The project is about improving mobility systems in African cities using big data and alternative solutions, which is not directly related to the environment.",9443,2020,italy,Mozambique / SAFARI NJEMA - From paratransit mobility to mobility policies through big data analysis,mozambique,,africa,7373.89,6457.0,7373.89,Committed,Oda,mitigation,Grant,Transport,True,False,False,False,False,False,False,False,False,False,False
"The initiative, thanks to access to integrated education programmes, aims at improving health practices and Nutritional and Upgrading services For the protection of Minors",0,0,0,0,no,"description is focused on education and services for minors, but it's unrelated to environment",9460,2020,italy,"Mozambique / The Knowledge for Children of Zambezia (inclusive pre-school education and integrated services of ed, sal, nutriz.)",mozambique,,africa,182681.51,159966.29,182681.51,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Purchase of medical equipment for the Dhulikhel Hospital, located close to the Himalaya and since 1996 offering high quality medical services, aligned with the european standards, to more than 2,3 million people.",0,0,0,0,no,The project describes the purchase of medical equipment for a hospital.,9500,2020,italy,"Nepal / Improving patient care in Dhulikhel Hospital by providing instrumentation and equipment to the surgery department, Dhulikhel, Kavre District, Nepal",nepal,,asia,33139.7,29019.0,33139.7,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"The project consists of carpentry workshops for children living in poverty and degradation, in order to provide them with professional skills. Workshops will be carried out with an inclusive approach.",0,0,0,0,no,"The project promotes professional skills development for underprivileged children, it does not contain any environmental aspects.",9506,2020,italy,"Nicaragua / Social and educational intervention for children in the neighbourhoods of Managua, Jinotepe and Diriamba",nicaragua,,latin america and the caribbean,2150.61,1883.2,2150.61,Committed,Oda,mitigation,Grant,Cross-cutting,False,True,False,False,False,False,False,False,False,False,False
"Promoting women's rights by providing legal counseling and psychological assistance services for victims of violence, by training """"trainers"""" able to convey the principles of gender equality within their communities, by raising awareness among the administrative and judicial staff on gender issues.",0,0,0,0,no,Assistance provided does not have a direct impact on the environment,9508,2020,italy,Nicaragua / Legal advice and psychological support for women and girls - new step,nicaragua,,latin america and the caribbean,4111.2,3600.0,4111.2,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,True,False,False,False,False,False,False,False,False,False
"Project to open three human rights offices in the Matagalpa areas, to help improve human promotion and the defense of the inviolable rights of the person, offer the population the possibility of having a human rights office to support the needs of the local population . Specifically, the equipment of the three human rights centers will be improved and their activities will be supported.",0,0,0,0,no,"The project describes improving human rights, which is not directly related to the environment",9512,2020,italy,Nicaragua / Opening of 3 offices for human rights support in the pastoral zones 1-3-5 of Matagalpa,nicaragua,,latin america and the caribbean,13939.71,12206.4,13939.71,Committed,Oda,mitigation,Grant,Cross-cutting,False,True,False,False,False,False,False,False,False,False,False
The project aims to contribute to poverty reduction by increasing the income of rural populations in Thaoua Region,0,0,0,0,no,"The project aims to increase the income of rural populations, which is not explicitly an environmental goal.",9517,2020,italy,Niger / Support to markets and rural infrastructures in Tahoua Region,niger,,africa,12966.72,11354.4,12966.72,Committed,Oda,adaptation,Grant,Agriculture,True,False,False,False,False,False,False,False,False,False,False
"Support to the training project for Niger's judges on human rights, with a view to combating trafficking in human beings and the simultaneous protection of victims of the same",0,1,0,1,no,"The project aims to train judges on human rights with a focus on combating human trafficking and protecting victims, which are not directly related to the environment.",9524,2020,italy,Niger / Training project for Niger's magistrates and judges on human rights,niger,,africa,28857.43,25269.2,28857.43,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Conceived as part of  UNODC program PROMIS, this project implements new action to strengthen international judicial cooperation to combat trafficking of illegal migrants. It envisages two main actions intended to support awareness and capacity building on combating human trafficking and the smuggling of migrants in accordance with the international standards on human rights and strengthen the framework for coordination between relevant structures at national and regional level.",0,0,0,0,no,The project is about strengthening international cooperation to combat human trafficking and improving coordination between relevant structures at national and regional level. It does not contain any environmental aspects. ,9529,2020,italy,Niger / Combating human trafficking and the smuggling of migrants,niger,,africa,114200.0,100000.0,114200.0,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"This FAO project aims to assist farmers in rural areas in the Tahoua and Zinder regions by strengthening local agriculture-based economy, creating job opportunities, developing value chains, improving technical skills and food security. As a result, some of the main areas of origin of Nigerien migration will develop a more favorable agricultural and social environment and cash incomes of vulnerable households in migrants’ departure areas will grow through the creation of decent rural jobs.
",0,0,0,0,no,"The project aims to develop agriculture-based economy, create job opportunities and improve food security in rural areas, which are not explicitly related to environmental protection or sustainability.",9536,2020,italy,Niger / Building resilience of the vulnerable people in the migration departing areas in Niger,niger,,africa,856500.0,750000.0,856500.0,Committed,Oda,adaptation,Grant,Agriculture,True,False,False,False,False,False,False,False,False,False,False
"This IOM project comprises three Pillars: protection and direct assistance (medical and bureaucratic assistance, food and NFI kits) and AVRR assistance for migrants in transit and other vulnerable people in Niger; strengthening government capacities (with a focus on unaccompanied migrant children); and strengthening the cohesion and peaceful coexistence between host community and migrants thanks to social and cultural activities.",0,0,0,0,no,"The project aims to provide assistance to migrants and strengthen government capacities, with no mention of environmental interventions.",9537,2020,italy,Niger / Protection and Assistance to Children and Vulnerable migrants returning from Algeria to Niger,"niger, algeria",,africa,1233360.0,1080000.0,1233360.0,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The main goal of the INLEARN project is to introduce the beneficiary to the comprehensive methodologies and implementation of e-learning systems, which would serve as the basis for future implementation of distance learning",0,0,0,0,no,"The project describes the introduction of e-learning systems, which is neutral in terms of environmental impact",9545,2020,italy,North Macedonia / Introducing modern learning methods in North Macedonia using Italian experiences - INLEARN,north macedonia,,europe,7729.06,6768.0,7729.06,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,False,False,False,False,False,True,False,False,False,False
Pakistan - LOCAL FUND-CONTRIBUTION FOR SET UP OF TECHNICAL SUPPORT UNIT FOR THE DEBT CONVERSION INITIATIVE - ASSISTANCE TO THE JOINT TECHICAL OF THE DEBT CONVERSATION INITIATIVE,0,0,0,0,no,The project description does not contain any environmental related information,9556,2020,italy,Pakistan / LOCAL FUND-CONTRIBUTION FOR SET UP OF TECHNICAL SUPPORT UNIT FOR THE DEBT CONVERSION INITIATIVE,pakistan,,asia,35985.96,31511.35,35985.96,Committed,Oda,mitigation,Grant,Cross-cutting,False,False,False,False,False,True,False,False,False,False,False
"PRO.DO.C.S. supported the Comedor Popular (Canteen Popular) which Pastoral care organized for the 4 districts of the province and the supplying of individual protection materials for the health personnel of the province, in the context of covid-19 pandemic.",0,0,0,0,no,"The project describes a community kitchen and the distribution of personal protective equipment during the COVID-19 pandemic, but it's unrelated to environmental sustainability or green investment.",9565,2020,italy,Peru / Perù COVID-19 in partnership with Napo indigenous pastoral care ,peru,,latin america and the caribbean,1142.0,1000.0,1142.0,Committed,Oda,adaptation,Grant,Cross-cutting,False,True,False,False,False,False,False,False,False,False,False
The initiative includes 61 additional grants to strengthen operational capacities in the management of the Covid-19 epidemic in Peru and improve the health of the population.,0,0,0,0,no,"The project aims to strengthen operational capacities in managing Covid-19 and improve the health of the population, which is not explicitly an environmental project.",9567,2020,italy,Peru / Additional grant for covid-19 (PERU'),peru,,latin america and the caribbean,6349.52,5560.0,6349.52,Committed,Oda,adaptation,Grant,Cross-cutting,False,True,False,False,False,False,False,False,False,False,False
"Support for the socio-economic empowerment of women and adolescents victims of gender-based violence, through the organization of training activities, professional courses and technical support for the launch of income-generating activities, to help women and adolescents to integrate into society and the world of work. ",0,0,0,0,no,"Project is focused on socio-economic empowerment of women and adolescents, without any explicit environmental component",9568,2020,italy,Peru / Building the future: promoting the social and labor inclusion of young women who are victims of gender-based violence,peru,,latin america and the caribbean,6852.0,6000.0,6852.0,Committed,Oda,mitigation,Grant,Cross-cutting,False,True,False,False,False,False,False,False,False,False,False
"The project aims to offer women victims of violence, abandoned or with disabilities, the opportunity for training in the techniques of production and marketing of pastry. It is expected to initially benefit 54 women who, having acquired the job, will be able to start their own businesses for a better social and economic integration.",0,0,0,0,no,"The project aims to empower women through vocational training in pastry production and marketing. The description does not mention any environmental aspect, so it's unrelated to the environment.",9569,2020,italy,Peru / Materials for setting up a pastry shop for female professional training courses,peru,,latin america and the caribbean,8702.5,7620.4,8702.5,Committed,Oda,mitigation,Grant,Cross-cutting,False,True,False,False,False,False,False,False,False,False,False
"The project involves the construction of 50 sheds for the breeding of guinea pigs for the purpose of subsequent marketing. The set-up will take place on the land of the 50 beneficiary families which will be offered, in addition to the materials, training courses for breeding so that it is carried out correctly at a technical level, ensuring durability of the investment.",0,0,0,0,no,"The project explicitly mentions the breeding of animals for marketing, which does not seem to have a direct environmental benefit.",9573,2020,italy,Peru / Improvement of the food conditions of 50 families through technical breeding of guinea pigs and organic farming,peru,,latin america and the caribbean,9686.9,8482.4,9686.9,Committed,Oda,adaptation,Grant,Agriculture,False,True,False,False,False,False,False,False,False,False,False
Funding is requested for a series of activities concerning the health and nutrition of vulnerable families in the Huancavelica Province through plans to improve health.,0,0,0,0,no,The project aims to improve health and nutrition which does not contain any information related to the environment.,9579,2020,italy,Peru / Adequate health and nutrition of vulnerable families in Huancavelica,peru,,latin america and the caribbean,23196.76,20312.4,23196.76,Committed,Oda,cross-cutting,Grant,Cross-cutting,False,True,False,False,False,False,False,False,False,False,False
"Activating reconciliation paths, restorative justice and social reintegration of women and men who have served long prison sentences.",0,0,0,0,no,"Project aims at social reintegration of ex-prisoners, no direct environmental impact",9593,2020,italy,Rwanda / Prison  Outreach Programme,rwanda,,africa,7400.16,6480.0,7400.16,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Project to create a dormitory, a kitchen and a refectory for the students of the School of Trades in Gituza, with the aim of combating early school leaving and guaranteeing students the possibility of accessing education safe from the dangers that a transfer from the villages to school involves. The current students of the school, about 51, and future students will benefit from the project, in order to continue attending with better conditions of food and social security.",0,0,0,0,no,"The project aims to improve education conditions for students in Gituza, but it does not include any environmental goals or actions. The decision is based on the information provided.",9597,2020,italy,"Rwanda / Construction of a hostel, kitchen and refectory at the school of trades in Gituza",rwanda,,africa,414139.45,362644.0,414139.45,Committed,Oda,adaptation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The project aims to contribute to raise the awareness of prospective migrants living in Senegal on the risk of irregular migration.the Specific Objective is to promote the adoption of trusted, factual and balanced information on illegal migration and the legal and economic alternatives",0,0,0,0,no,The project aims to raise awareness on the risks of irregular migration and promote factual information about legal and economic alternatives. No direct environmental impact is mentioned.,9600,2020,italy,Senegal / Diaspora in Action – Senegalese Diaspora mobilization for awareness raising on irregular migration ,senegal,,africa,1598.8,1400.0,1598.8,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The project intervenes on several fronts: rural development and support for the creation of an agri-food chain, promotion of quality school education, encouragement of female entrepreneurship, and promotion and protection of health in the context of covid-19 pandemic. The actions will look at economic interest groups and women's promotion (GIE GPF) as levers for economic development, strengthening of women's empowerment, increasing ownership of processes by communities.",0,0,0,0,no,"The project description focuses on rural development, education, female entrepreneurship, and health protection with no mention of environmental initiatives, thus classified as not relevant for the environment due to lack of information about environmental aspects in the project.",9614,2020,italy,"Senegal / Prevention, health and sustainability in rural senegal: women at the center of communities and innovation processes",senegal,,africa,34554.64,30258.0,34554.64,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Action to address priority areas of """"Migration and Development"""" and """"Local Economic Development, in particular SMEs"""" through the promotion of Senegal's local economic system, addressing the root causes of migration through the involvement of women, young ",0,0,0,0,no,"The project description focuses on economic development, migration and SMEs with no mention of environmental considerations. Therefore, the project is classified as not relevant for the environment.",9618,2020,italy,Senegal / Migration and inclusive business in Senegal,senegal,,africa,107956.54,94532.87,107956.54,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
The project aims at supporting the Government of Senegal in developing a strategy for the institutionalization of gender policies through the adoption of gender indicators and activities to fight violence against women.,0,1,0,1,no,"The project description does not contain any environmental aspects, but it is clear enough to determine that it's not an environmental project.",9623,2020,italy,Senegal / Supporting Program of National Strategy for Gender Mainstreaming and Women Empowerment -II phase,senegal,,africa,339818.94,297564.75,339818.94,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"To promote, through the intervention of the civil society, high quality and inclusive education, in line with Sustainable Development Goal 4, Senegal's national policies and development strategies.The specific objective of the initiative is to strengthen,",0,1,0,1,no,"The project aims to promote education which aligns with SDG 4, however it does not contain any environmental aspects in its description",9625,2020,italy,Senegal / Integrated programme for the implementation of an enclusive education system - PERSEI,senegal,,africa,456800.0,400000.0,456800.0,Committed,Oda,adaptation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Fostering social inclusion of Roma and other marginalised groups by improving housing conditions and water access in the informal settlements, by promoting inclusive education and by providing legal advice.",0,0,0,0,no,"The project aims to improve housing conditions, promote inclusive education and provide legal advice for marginalized groups. No direct environmental benefits are mentioned in the project description.",9640,2020,italy,"Serbia / Social Inclusion of Roma and other Vulnerable Groups, 927.385",serbia,,europe,52870.03,46296.0,52870.03,Committed,Oda,adaptation,Grant,Cross-cutting,False,False,False,False,False,False,True,False,False,False,False
"EMERGENCY with this project aims to respond to the problems identified during the continuous needs analysis process, in order to contribute to the creation of a functional, fair and inclusive health system. The needs identified through direct and indirect",0,0,0,0,no,project description is focused on improving health system which doesn't mention any environmental aspect,9645,2020,italy,"Sierra Leone / Health services, training and Education for the most vulnerable population in Sierra Leone",sierra leone,,africa,53293.49,46666.8,53293.49,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The purpose of the UNS4 Project is to technically support the planning and restructuring phase of the Gahayr Campus in Mogadishu of the National University of Somalia (UNS), with the aim of giving back to the country a coherent and adequate endowment of university training facilities with respect to the needs identified in previous UNS Projects funded by AICS. The strategy of the intervention is therefore to provide specific technical assistance and transfer of know-how, aimed at starting the recovery and re-functionalization of the campus with particular reference to its actual needs of use",0,0,0,0,no,"The project aims to restructure a university campus, with no mention of environmental aspects in the description.",9654,2020,italy,Somalia / UNS4 Rafforzamento infrastrutturale e strategico dell’Università Nazionale Somala,somalia,,africa,54146.87,47414.07,54146.87,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The specific objectives of the project are: to make available to the authorities and the Somali population, as well as to scholars in general, information that goes from the most relevant bibliographic indications to the availability of texts and document",0,0,0,0,no,"project description is about making information available, not an environmental project",9655,2020,italy,Somalia / Somalia archive - co-financing with University Roma tre Centro studi Somali  III year,somalia,,africa,70202.85,61473.6,70202.85,Committed,Oda,cross-cutting,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Main objective of the intervention is supporting disabled people and victims of the frequent armed conflicts in the area, which was, till recently, under the control of Al Shabab. The planned emergency medical intervention will mainly focus on trauma and ",0,0,0,0,no,"Provides support to disadvantaged and war-affected groups, unrelated to environmental focus",9656,2020,italy,"Somalia / Emergency intervention supporting WHO's activities for disabled persons and IED victims in Hudur, South West State, Somalia",somalia,,africa,91360.0,80000.0,91360.0,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"Main objective of the intervention is supporting disabled people and victims of the frequent armed conflicts in Huddur District. The planned intervention will mainly focus on trauma and emergency care, mental health and psychosocial support to IED victims",0,0,0,0,no,"The project aims to support disabled people and victims of armed conflicts, without any mention of environment-related activities.",9657,2020,italy,"Somalia / Emergency intervention supporting WHO’s activities for disabled persons and IED victims in Huddur, South West State, Somalia",somalia,,africa,91360.0,80000.0,91360.0,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
"The project aims at supporting children on the move in South Africa for them to enjoy improved growth, well-being and development in order to reach their full potential. In particular, the project seek to increase access to quality social services; improve host families and communities capacity to provide adequate care and support; strenghten Migrant children in alternative care ability to actively contribute to decisions affecting access to their rights, social development ",0,0,0,0,no,"The project aims to support the well-being and development of children, particularly those on the move in South Africa, by increasing access to quality social services, improving the capacity of host families and communities to provide care, and strengthening the ability of migrant children in alternative care to participate in decisions affecting their rights and social development. There is no mention of environmental aspects in the project description, thus it is classified as not relevant for the environment.",9668,2020,italy,South Africa / Protecting and caring for the unaccompanied and separated migrant children in Southern Africa,south africa,,africa,45680.0,40000.0,45680.0,Committed,Oda,mitigation,Grant,Cross-cutting,True,False,False,False,False,False,False,False,False,False,False
